customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0321,Male,0,No,Yes,69,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,29.98213790783162,1203.2802744248534,No
C0322,Female,0,Yes,No,6,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.328695654432906,3327.428006934755,No
C0323,Female,0,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),116.9591478792398,2428.04040019019,No
C0324,Female,0,Yes,No,62,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.26883537662655,6234.6466061864885,No
C0325,Female,1,No,Yes,62,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.74746382640254,940.0695652059783,Yes
C0326,Male,0,Yes,Yes,46,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.41567205544685,6396.967563196024,No
C0327,Male,0,Yes,No,13,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),74.80952524579502,405.6683225844991,No
C0328,Female,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,85.43402858924351,1731.5152961685326,No
C0329,Female,0,No,No,6,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),51.94259569701638,6735.447061843762,No
C0330,Male,0,Yes,Yes,8,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,56.975716179970895,6318.231469877164,Yes
C0331,Male,0,No,Yes,44,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),78.62975714852544,4058.1980982597993,No
C0332,Female,0,No,Yes,33,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),25.118149968047405,441.95338928779444,No
C0333,Male,0,No,Yes,50,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),44.100054376567066,5191.118716838997,No
C0334,Female,0,Yes,No,11,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,38.07479844495133,3467.833849908303,No
C0335,Female,0,Yes,Yes,28,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),19.621126100280367,2702.7917699791797,Yes
C0336,Male,1,No,No,70,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,72.76392959308303,5449.963021562663,No
C0337,Male,0,No,No,41,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,75.22738963143567,3721.364716595043,No
C0338,Female,0,No,No,16,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),57.161800749800406,801.9157740438612,No
C0339,Female,0,Yes,Yes,68,No,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,45.41020188540867,7787.091890885705,Yes
C0340,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.51010735145172,6621.178469563561,No
C0341,Female,0,No,No,56,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),31.735234461214603,496.1998185264658,Yes
C0342,Male,0,No,No,64,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,70.89873322680407,4471.59174695748,No
C0343,Female,1,No,Yes,59,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,96.34354655268324,725.2084885061653,No
C0344,Male,0,No,Yes,62,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.75839436315218,7119.892584534069,Yes
C0345,Male,0,No,No,11,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),94.83247293677351,5217.5844176428245,Yes
C0346,Male,0,No,Yes,18,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),95.60103993364659,1480.7135509667667,No
C0347,Female,1,Yes,No,19,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),24.1125181195064,193.92806968219492,No
C0348,Female,0,No,No,55,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,19.916001260892546,285.8701450259397,Yes
C0349,Male,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,117.34141141079587,4321.473934053885,No
C0350,Female,0,No,No,6,Yes,No,No,Yes,No,No,Yes,No,No,Two year,No,Electronic check,37.725031268880144,6246.955846136396,No
C0351,Male,0,No,Yes,4,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,101.8581993282105,1042.9687082146415,Yes
C0352,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),75.30876661062045,1894.9314470906697,No
C0353,Female,1,Yes,No,59,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,44.97616006877368,2793.8188549279726,No
C0354,Female,0,Yes,Yes,17,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,31.25698453511888,1867.7272654426997,Yes
C0355,Male,0,Yes,Yes,43,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,68.66108190492821,3337.3167247124798,No
C0356,Female,0,No,No,66,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.550190786203885,4764.654478899376,No
C0357,Female,0,Yes,No,34,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),89.28638068194093,5827.633498582785,Yes
C0358,Male,0,No,Yes,8,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,110.22519205386813,8192.741095481711,Yes
C0359,Male,0,Yes,Yes,13,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,100.13530487027072,7913.416006252856,Yes
C0360,Female,0,No,No,8,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.99410912089081,4853.817000498852,No
C0361,Male,0,No,Yes,65,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),107.6511882821352,6245.0607788628,Yes
C0362,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.00591403866962,8083.298039632879,No
C0363,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),112.77189583962036,726.0090336001957,Yes
C0364,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),64.78340374587475,65.79403314464196,No
C0365,Male,0,No,Yes,44,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Electronic check,96.39466758575864,270.76159595432523,No
C0366,Female,0,Yes,Yes,9,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,78.34912268341438,4796.329291647479,No
C0367,Female,0,No,Yes,37,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),49.671280760047296,6488.353113416095,No
C0368,Male,1,Yes,No,36,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,119.43196225936187,3131.5297322193833,No
C0369,Male,1,Yes,No,28,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),21.907361617645456,4642.718680039661,No
C0370,Female,0,No,No,42,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),34.55180240102562,4397.81911392869,No
C0371,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,109.03932097825327,821.84670248351,No
C0372,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.17741002808862,2745.7116571483834,No
C0373,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,108.45570806903922,182.84898625628546,Yes
C0374,Male,0,No,Yes,55,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,90.95259055793649,957.0056524568253,No
C0375,Female,0,Yes,Yes,72,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,21.741768550243314,6904.181446720736,No
C0376,Female,0,No,Yes,48,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),61.790644371126014,7053.085283660241,No
C0377,Male,0,No,No,22,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,94.95609045022819,6820.108686622281,No
C0378,Female,0,No,Yes,27,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.47622903234156,6182.875712556871,No
C0379,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,113.45887178037471,6746.879563163967,Yes
C0380,Female,0,Yes,No,13,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,106.49969135702399,5709.272218648055,No
C0381,Female,0,No,Yes,45,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,51.93005880408289,5699.52637983976,Yes
C0382,Female,0,Yes,Yes,10,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,26.631973943049218,5678.562766325515,Yes
C0383,Male,0,Yes,No,9,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.31421804385644,4378.110942050527,No
C0384,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),70.76325031232851,3099.9112342488106,No
C0385,Female,0,No,Yes,27,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,25.58855768593875,6211.516247582309,No
C0386,Male,0,Yes,Yes,34,Yes,No,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,101.29071256264652,2551.1154872427423,No
C0387,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),106.5876600099099,4622.895879193166,Yes
C0388,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,83.22131329801024,3693.7223706880695,No
C0389,Male,0,No,No,71,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),63.64591450000667,2364.310154308773,No
C0390,Male,0,No,No,67,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,85.54164725700441,8285.319905277793,No
C0391,Male,1,Yes,No,20,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),90.0817369619226,2212.731454601833,No
C0392,Female,1,No,No,35,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.08905572476873,2641.4237664987404,Yes
C0393,Female,0,No,No,17,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),115.49789139822329,1388.5851899119348,No
C0394,Male,0,Yes,No,18,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Mailed check,70.46073510387296,6998.5216639158125,No
C0395,Female,0,Yes,Yes,45,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,99.44644241970937,4993.451295503179,No
C0396,Female,0,No,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,116.3799747111488,5217.798973398775,No
C0397,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Mailed check,33.426820490990536,6978.001894879948,Yes
C0398,Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.863334124187023,2926.644544498637,Yes
C0399,Male,0,No,Yes,1,Yes,Yes,No,No,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),106.63430483052598,1660.3987140749732,Yes
C0400,Female,0,No,No,58,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.9178799912104,1700.8742973962933,No
C0401,Female,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,One year,No,Credit card (automatic),22.3328341964437,6232.081325642884,Yes
C0402,Male,0,No,No,20,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),34.32980604105934,5226.924740150479,No
C0403,Male,0,No,Yes,10,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Two year,No,Electronic check,57.179720946864464,1768.166368133278,Yes
C0404,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),40.36510156244317,1248.4446773400728,No
C0405,Female,1,Yes,Yes,41,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,49.13587016824519,1041.6697223838532,Yes
C0406,Female,1,No,Yes,5,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,117.47999324586472,5342.988129817166,Yes
C0407,Female,0,No,No,65,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.84936550458265,19.006346133829766,No
C0408,Female,0,No,No,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.6435562818268,173.38466396325794,No
C0409,Female,0,Yes,No,22,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),27.65790822224813,3322.18969638054,No
C0410,Male,0,No,No,41,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),92.67403372191455,5882.0295487904095,No
C0411,Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.41312196144109,5913.3239914509795,No
C0412,Female,0,No,Yes,69,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),85.29399187747649,3666.263196740432,No
C0413,Male,0,No,No,11,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.30050219178325,5879.686331219959,No
C0414,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),61.14969026638286,4437.937795198624,Yes
C0415,Male,0,Yes,Yes,51,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.32019837630178,8304.332277274829,No
C0416,Male,0,No,Yes,21,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,86.36056619274389,1395.987533764018,No
C0417,Female,1,No,No,26,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),92.74242116999004,5112.859764678947,No
C0418,Female,0,No,Yes,19,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,77.91218881283251,4184.687297616413,Yes
C0419,Female,0,Yes,Yes,60,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),63.857833109401405,1667.463535386564,No
C0420,Female,1,Yes,No,71,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,95.42330502684504,6379.418845425929,Yes
C0421,Female,0,Yes,Yes,47,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),24.928433065363105,2354.8590250631837,Yes
C0422,Female,1,Yes,Yes,71,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.66239474358694,3255.66268555142,No
C0423,Male,0,Yes,No,26,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Two year,No,Mailed check,119.71485980076928,3197.3128912414295,No
C0424,Female,0,Yes,No,40,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),97.57957680573922,2089.3423415801817,No
C0425,Male,0,No,Yes,5,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),47.637478180900445,3671.242623465873,No
C0426,Male,0,No,Yes,21,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.33758845994882,4032.9197620280584,Yes
C0427,Female,0,Yes,No,4,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),86.0562982805328,6330.488228768546,Yes
C0428,Male,0,No,Yes,23,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,109.3771342148701,6507.311647866029,No
C0429,Female,0,No,Yes,15,Yes,No phone service,No,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,76.95087356647997,1362.8717230498778,No
C0430,Male,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),71.79503329134596,5045.894642896127,No
C0431,Female,1,No,No,41,No,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.359181652054474,7619.549725005832,No
C0432,Male,1,Yes,Yes,19,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),90.97660944670129,940.7280165588448,No
C0433,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,89.63445920306485,4029.256925738563,No
C0434,Female,0,No,No,28,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,116.62904201805246,6382.495184267563,No
C0435,Female,0,Yes,Yes,68,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,48.61960279917777,5204.6694982310355,No
C0436,Female,0,Yes,Yes,15,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),95.15743858948824,871.1675392525638,No
C0437,Female,1,Yes,No,37,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.274656642158156,3382.0131552269477,No
C0438,Male,0,Yes,No,1,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),74.96422474484577,4320.405423875441,No
C0439,Male,0,Yes,No,67,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.27829327125693,8464.762393757426,No
C0440,Male,0,Yes,No,24,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),40.64349459193551,1532.952286883223,No
C0441,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Credit card (automatic),52.972611431796324,8350.918393052074,Yes
C0442,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,96.8774843601549,3208.502469834143,Yes
C0443,Female,1,No,No,63,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,No,Credit card (automatic),76.18670735936182,1717.1183628781528,No
C0444,Female,0,No,No,61,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,27.42713752431716,3530.473234575734,No
C0445,Male,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,61.87895841140833,5225.906642063319,No
C0446,Male,0,Yes,No,24,No,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.83659792324767,1828.884895153067,No
C0447,Female,1,Yes,Yes,24,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),110.77076627739537,2489.9863045686475,No
C0448,Male,1,No,No,4,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),37.22578109374115,7266.263427718728,Yes
C0449,Female,0,No,Yes,67,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,100.20720277450326,8491.598253875338,Yes
C0450,Female,0,No,No,34,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),31.323697273812318,2716.7407692896527,No
C0451,Female,0,Yes,No,57,Yes,No,No,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),42.708037327732335,1280.6034111033935,Yes
C0452,Female,0,No,Yes,49,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.821076115992554,6745.674895189461,Yes
C0453,Female,1,No,No,53,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,107.50287798270092,5111.065139467782,No
C0454,Male,0,Yes,Yes,23,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),38.29980458552868,869.6024981118488,Yes
C0455,Male,0,No,Yes,69,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.26999415251173,8048.51570554033,No
C0456,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),65.10426647000122,680.0160998878838,No
C0457,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.90725831532569,5322.272998656545,No
C0458,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.58733286251476,3613.835804489358,No
C0459,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.44971971367744,4739.284074511136,No
C0460,Female,0,No,No,60,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.81408327852394,1826.4828075893452,Yes
C0461,Male,0,Yes,Yes,54,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.67110004571343,5854.552406444027,Yes
C0462,Female,0,No,No,70,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05253016590676,8158.342403228988,No
C0463,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),44.6349384308685,3906.3682636489743,Yes
C0464,Female,0,No,No,10,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),27.965727532309643,4453.7321103337035,Yes
C0465,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,80.82506472284021,2052.082589765251,No
C0466,Female,0,Yes,No,7,No,No,No,No,No,No internet service,No,No,No,Two year,No,Mailed check,62.33842005168577,7582.82423817667,No
C0467,Male,0,No,No,38,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,61.49696111982806,8255.501304397125,No
C0468,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),71.7282809478647,6687.370179299913,Yes
C0469,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),54.861026379685335,4621.804845319458,No
C0470,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),81.85807220716856,8133.550665482206,No
C0471,Female,1,Yes,No,47,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,21.11797346945825,1322.956169625242,Yes
C0472,Male,0,No,Yes,68,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,116.92891687193986,4076.559473631243,Yes
C0473,Female,0,No,No,38,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.32031718864819,4577.971604453435,No
C0474,Male,0,Yes,Yes,36,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.39755658335723,4190.43507233966,No
C0475,Female,0,Yes,Yes,41,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,55.23035654953927,6824.111911849761,No
C0476,Male,0,Yes,Yes,69,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),72.25287768122817,5704.3573216008,Yes
C0477,Female,0,Yes,No,13,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,115.32132151187267,1092.3171079186957,No
C0478,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),110.03929775561383,2956.5999888838383,No
C0479,Female,0,No,No,50,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Electronic check,98.60493654191703,2894.04982801757,Yes
C0480,Female,0,No,Yes,30,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),59.54782216445443,4815.692259269621,Yes
C0481,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),75.56260076458169,2490.150298574282,No
C0482,Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Electronic check,98.87707237009806,1012.6991493562698,No
